productId,name,cleanName,imageUrl,categoryId,groupId,url,modifiedOn,imageCount,extNumber,extRarity,extCardType,extHP,extStage,extCardText,extAttack1,lowPrice,midPrice,highPrice,marketPrice,directLowPrice,subTypeName,extAttack2,extWeakness,extResistance,extRetreatCost,extAttack3
88588,Rapidash E4,Rapidash E4,https://tcgplayer-cdn.tcgplayer.com/product/88588_200w.jpg,3,1367,https://cpt.tcgcsv.com/NrK,2023-11-07T21:54:00.05,1,47/111,Uncommon,Fire,70,Basic,,"[0] Pickup Power - Flip 3 coins.  For each heads, search your discard pile for a basic Energy card, show it to your opponent, and put it into your hand.",2.85,6.02,10.69,3.43,,Reverse Holofoil,[R] Fire Mane (20),Wx2,,0,
88748,Rhyperior E4,Rhyperior E4,https://tcgplayer-cdn.tcgplayer.com/product/88748_200w.jpg,3,1367,https://cpt.tcgcsv.com/-vK,2023-11-07T21:51:54.657,1,32/111,Rare,Fighting,100,Basic,,[1F] Double Lariat (30x) Flip 2 coins.  This attack does 30 damage times the number of heads.,0.5,0.7,2.48,0.72,,Normal,[2FF] Rock Tumble (60) This attack's damage isn't affected by Resistance.,Wx2,L-20,3,
88748,Rhyperior E4,Rhyperior E4,https://tcgplayer-cdn.tcgplayer.com/product/88748_200w.jpg,3,1367,https://cpt.tcgcsv.com/-vK,2023-11-07T21:51:54.657,1,32/111,Rare,Fighting,100,Basic,,[1F] Double Lariat (30x) Flip 2 coins.  This attack does 30 damage times the number of heads.,0.99,1.57,3.88,1.49,,Reverse Holofoil,[2FF] Rock Tumble (60) This attack's damage isn't affected by Resistance.,Wx2,L-20,3,
88834,Roserade GL,Roserade GL,https://tcgplayer-cdn.tcgplayer.com/product/88834_200w.jpg,3,1367,https://cpt.tcgcsv.com/JxK,2023-11-07T21:49:14.23,1,12/111,Holo Rare,Grass,80,Basic,,[1] Poison Bind (10) The Defending Pokemon is now Poisoned and can't retreat during your opponent's next turn.,4.0,4.88,10.68,5.2,,Holofoil,"[1G] Long Whip (30) If the Defending Pokemon is affected by any Special Conditions, you may do 30 damage to any 1 Benched Pokemon instead. (Don't apply Weakness and Resistance for Benched Pokemon.)",Rx2,,1,
88834,Roserade GL,Roserade GL,https://tcgplayer-cdn.tcgplayer.com/product/88834_200w.jpg,3,1367,https://cpt.tcgcsv.com/JxK,2023-11-07T21:49:14.23,1,12/111,Holo Rare,Grass,80,Basic,,[1] Poison Bind (10) The Defending Pokemon is now Poisoned and can't retreat during your opponent's next turn.,4.99,6.19,11.19,6.01,6.36,Reverse Holofoil,"[1G] Long Whip (30) If the Defending Pokemon is affected by any Special Conditions, you may do 30 damage to any 1 Benched Pokemon instead. (Don't apply Weakness and Resistance for Benched Pokemon.)",Rx2,,1,
88966,Scizor E4,Scizor E4,https://tcgplayer-cdn.tcgplayer.com/product/88966_200w.jpg,3,1367,https://cpt.tcgcsv.com/lCK,2023-11-07T21:54:11.373,1,48/111,Uncommon,Grass,80,Basic,,[G] Cut (20),0.95,1.37,5.0,1.56,,Normal,"[2G] Crushing Blow (40) Flip a coin.  If heads, discard an Energy card attached to the Defending Pokemon.",Rx2,,1,
88966,Scizor E4,Scizor E4,https://tcgplayer-cdn.tcgplayer.com/product/88966_200w.jpg,3,1367,https://cpt.tcgcsv.com/lCK,2023-11-07T21:54:11.373,1,48/111,Uncommon,Grass,80,Basic,,[G] Cut (20),4.64,7.21,8.29,6.8,,Reverse Holofoil,"[2G] Crushing Blow (40) Flip a coin.  If heads, discard an Energy card attached to the Defending Pokemon.",Rx2,,1,
89033,Sealeo,Sealeo,https://tcgplayer-cdn.tcgplayer.com/product/89033_200w.jpg,3,1367,https://cpt.tcgcsv.com/HDK,2026-03-09T14:47:57.273,1,77/111,Common,Water,80,Stage 1,,"[0] Find Ice - Search your deck for up to 2 W Energy cards, show them to your opponent, and put them into your hand.  Shuffle your deck afterward.",0.05,0.28,1.49,0.25,0.21,Normal,"[1W] Sheer Cold (20) Flip a coin.  If heads, the Defending Pokemon can't attack during your opponent's next turn.",M+20,,2,
89033,Sealeo,Sealeo,https://tcgplayer-cdn.tcgplayer.com/product/89033_200w.jpg,3,1367,https://cpt.tcgcsv.com/HDK,2026-03-09T14:47:57.273,1,77/111,Common,Water,80,Stage 1,,"[0] Find Ice - Search your deck for up to 2 W Energy cards, show them to your opponent, and put them into your hand.  Shuffle your deck afterward.",0.75,1.73,3.45,2.3,,Reverse Holofoil,"[1W] Sheer Cold (20) Flip a coin.  If heads, the Defending Pokemon can't attack during your opponent's next turn.",M+20,,2,
89044,Seedot,Seedot,https://tcgplayer-cdn.tcgplayer.com/product/89044_200w.jpg,3,1367,https://cpt.tcgcsv.com/VDK,2023-11-07T21:58:31.117,1,78/111,Common,Grass,40,Basic,,"[1] Harden - Once during your opponent's next turn, if Seedot would be damaged by an attack, prevent that attack's damage done to Seedot if that damage is 40 or less.",0.1,0.27,5.0,0.3,,Normal,"[1] Astonish (10) Choose 1 card from your opponent's hand without looking.  Look at that card you chose, then have your opponent shuffle that card into his or her deck.",R+10,W-20,1,
89044,Seedot,Seedot,https://tcgplayer-cdn.tcgplayer.com/product/89044_200w.jpg,3,1367,https://cpt.tcgcsv.com/VDK,2023-11-07T21:58:31.117,1,78/111,Common,Grass,40,Basic,,"[1] Harden - Once during your opponent's next turn, if Seedot would be damaged by an attack, prevent that attack's damage done to Seedot if that damage is 40 or less.",0.42,0.48,3.0,0.98,,Reverse Holofoil,"[1] Astonish (10) Choose 1 card from your opponent's hand without looking.  Look at that card you chose, then have your opponent shuffle that card into his or her deck.",R+10,W-20,1,
89100,Sharpedo,Sharpedo,https://tcgplayer-cdn.tcgplayer.com/product/89100_200w.jpg,3,1367,https://cpt.tcgcsv.com/0GK,2025-11-11T22:29:34.08,1,49/111,Uncommon,Darkness,90,Stage 1,"Energy Shark - If Sharpedo is your Active Pokemon and is damaged by an opponent's attack (even if Sharpedo is Knocked Out), flip a coin.  If heads, discard an Energy card attached to the Attacking Pokemon.  (Poke-BODY)","[1D] Crunch (20) If an attack does damage to the Defending Pokemon (after applying Weakness and Resistance), that attack does 40 more damage to that Pokemon until the end of your next turn.",0.1,0.38,1.25,0.55,,Normal,[2D] Sharp Fang (60),L+20,P-20,0,
89100,Sharpedo,Sharpedo,https://tcgplayer-cdn.tcgplayer.com/product/89100_200w.jpg,3,1367,https://cpt.tcgcsv.com/0GK,2025-11-11T22:29:34.08,1,49/111,Uncommon,Darkness,90,Stage 1,"Energy Shark - If Sharpedo is your Active Pokemon and is damaged by an opponent's attack (even if Sharpedo is Knocked Out), flip a coin.  If heads, discard an Energy card attached to the Attacking Pokemon.  (Poke-BODY)","[1D] Crunch (20) If an attack does damage to the Defending Pokemon (after applying Weakness and Resistance), that attack does 40 more damage to that Pokemon until the end of your next turn.",0.62,0.76,2.19,1.33,,Reverse Holofoil,[2D] Sharp Fang (60),L+20,P-20,0,
89143,Shellos East Sea,Shellos East Sea,https://tcgplayer-cdn.tcgplayer.com/product/89143_200w.jpg,3,1367,https://cpt.tcgcsv.com/TGK,2026-02-17T17:23:21.37,1,79/111,Common,Water,60,Basic,,"[1] Ripple - Flip a coin.  If heads, put 1 damage counter on each of your opponent's Pokemon.",0.22,0.48,2.49,0.88,0.81,Normal,[W] Brine - Choose 1 of your opponent's Pokemon that has any damage counters on it.  This attack does 20 damage to that Pokemon.  (Don't apply Weakness and Resistance for Benched Pokemon.),G+10,,1,
89145,Shellos West Sea,Shellos West Sea,https://tcgplayer-cdn.tcgplayer.com/product/89145_200w.jpg,3,1367,https://cpt.tcgcsv.com/WGK,2023-11-07T21:58:45,1,80/111,Common,Water,70,Basic,,"[0] Healing Sea - Flip 2 coins.  Choose 1 of your Pokemon.  For each heads, remove 1 damage counter from that Pokemon.",0.15,0.33,1.67,0.34,,Normal,[2] Mud Shot (20),G+20,,2,
89145,Shellos West Sea,Shellos West Sea,https://tcgplayer-cdn.tcgplayer.com/product/89145_200w.jpg,3,1367,https://cpt.tcgcsv.com/WGK,2023-11-07T21:58:45,1,80/111,Common,Water,70,Basic,,"[0] Healing Sea - Flip 2 coins.  Choose 1 of your Pokemon.  For each heads, remove 1 damage counter from that Pokemon.",2.1,2.99,6.72,3.18,,Reverse Holofoil,[2] Mud Shot (20),G+20,,2,
89158,Shiftry,Shiftry,https://tcgplayer-cdn.tcgplayer.com/product/89158_200w.jpg,3,1367,https://cpt.tcgcsv.com/bHK,2023-11-07T21:49:23.037,1,13/111,Holo Rare,Darkness,130,Stage 2,"Unlucky Wind - As long as Shiftry is your Active Pokemon, whenever your opponent flips a coin during his or her turn, treat it as tails.  (Poke-BODY)","[1D] Conform (40) If you have the same number of cards in your hand as your opponent, the Defending Pokemon is now Confused.",2.0,3.43,9.99,4.66,,Holofoil,[2D] Seal Off (60) The Defending Pokemon can't use any Poke-Powers or Poke-Bodies during your opponent's next turn.,R+30,P-20,1,
89158,Shiftry,Shiftry,https://tcgplayer-cdn.tcgplayer.com/product/89158_200w.jpg,3,1367,https://cpt.tcgcsv.com/bHK,2023-11-07T21:49:23.037,1,13/111,Holo Rare,Darkness,130,Stage 2,"Unlucky Wind - As long as Shiftry is your Active Pokemon, whenever your opponent flips a coin during his or her turn, treat it as tails.  (Poke-BODY)","[1D] Conform (40) If you have the same number of cards in your hand as your opponent, the Defending Pokemon is now Confused.",1.76,2.0,5.39,1.92,,Reverse Holofoil,[2D] Seal Off (60) The Defending Pokemon can't use any Poke-Powers or Poke-Bodies during your opponent's next turn.,R+30,P-20,1,
89390,Snorlax (33),Snorlax 33,https://tcgplayer-cdn.tcgplayer.com/product/89390_200w.jpg,3,1367,https://cpt.tcgcsv.com/QMK,2024-12-15T11:54:34.513,1,33/111,Rare,Colorless,100,Basic,,"[0] Pick and Collect - Search your discard pile for up to 4 basic Energy cards, show them to your opponent, and put them into your hand.",19.99,28.27,96.95,23.38,,Normal,"[4] Roll Over (60) Flip a coin.  If heads, both Snorlax and the Defending Pokemon are now Asleep.  If tails, Snorlax is now Asleep.",F+20,,4,
89390,Snorlax (33),Snorlax 33,https://tcgplayer-cdn.tcgplayer.com/product/89390_200w.jpg,3,1367,https://cpt.tcgcsv.com/QMK,2024-12-15T11:54:34.513,1,33/111,Rare,Colorless,100,Basic,,"[0] Pick and Collect - Search your discard pile for up to 4 basic Energy cards, show them to your opponent, and put them into your hand.",36.0,38.64,49.99,36.95,,Reverse Holofoil,"[4] Roll Over (60) Flip a coin.  If heads, both Snorlax and the Defending Pokemon are now Asleep.  If tails, Snorlax is now Asleep.",F+20,,4,
89391,Snorlax (81),Snorlax 81,https://tcgplayer-cdn.tcgplayer.com/product/89391_200w.jpg,3,1367,https://cpt.tcgcsv.com/RMK,2025-11-11T22:31:35.513,1,81/111,Common,Colorless,100,Basic,"Bad Sleeping Habits - As long as Snorlax is Asleep, your opponent's Active Pokemon can't retreat.  (Poke-BODY)","[2] Toss and Turn (20+) If Snorlax is Asleep, this attack does 20 damage plus 30 more damage.  (This attack can be used even if Snorlax is Asleep.)",3.38,8.09,20.48,8.17,,Normal,"[4] Heavy Press (40+) Flip a coin.  If heads, this attack does 40 damage plus 40 more damage.  If tails, Snorlax is now Asleep.",F+20,,4,
89391,Snorlax (81),Snorlax 81,https://tcgplayer-cdn.tcgplayer.com/product/89391_200w.jpg,3,1367,https://cpt.tcgcsv.com/RMK,2025-11-11T22:31:35.513,1,81/111,Common,Colorless,100,Basic,"Bad Sleeping Habits - As long as Snorlax is Asleep, your opponent's Active Pokemon can't retreat.  (Poke-BODY)","[2] Toss and Turn (20+) If Snorlax is Asleep, this attack does 20 damage plus 30 more damage.  (This attack can be used even if Snorlax is Asleep.)",20.0,34.97,39.14,44.71,,Reverse Holofoil,"[4] Heavy Press (40+) Flip a coin.  If heads, this attack does 40 damage plus 40 more damage.  If tails, Snorlax is now Asleep.",F+20,,4,
89397,Snorlax Lv.X,Snorlax LvX,https://tcgplayer-cdn.tcgplayer.com/product/89397_200w.jpg,3,1367,https://cpt.tcgcsv.com/ZMK,2023-11-07T22:06:03.517,1,111/111,Ultra Rare,Colorless,130,Level Up,"Big Appetite - Once during your turn (before your attack), if Snorlax is your Active Pokemon, you may draw cards until you have 6 cards in your hand.  If you do, Snorlax is now Asleep.  This power can't be used if Snorlax is affected by a Special Condition.  (Poke-POWER)","[4] Exercise (80) You may discard as many Energy cards as you like from your hand.  If you do, remove that many damage counters from Snorlax.",499.99,501.99,599.99,797.47,,Holofoil,,Fx2,,4,
89433,SP Energy,SP Energy,https://tcgplayer-cdn.tcgplayer.com/product/89433_200w.jpg,3,1367,https://cpt.tcgcsv.com/HNK,2025-11-11T22:32:10.533,1,101/111,Uncommon,Energy,0,Special Energy,,"SP Energy provides C Energy.  If the Pokemon SP Energy is attached to is a Pokemon SP, SP Energy provides every type of Energy by provides only 1 Energy at a time.  (Doesn't count as a basic Energy card.)",0.2,0.37,2.49,0.39,0.28,Normal,,,,,
89433,SP Energy,SP Energy,https://tcgplayer-cdn.tcgplayer.com/product/89433_200w.jpg,3,1367,https://cpt.tcgcsv.com/HNK,2025-11-11T22:32:10.533,1,101/111,Uncommon,Energy,0,Special Energy,,"SP Energy provides C Energy.  If the Pokemon SP Energy is attached to is a Pokemon SP, SP Energy provides every type of Energy by provides only 1 Energy at a time.  (Doesn't count as a basic Energy card.)",0.49,0.77,3.49,0.63,,Reverse Holofoil,,,,,
89449,Spheal,Spheal,https://tcgplayer-cdn.tcgplayer.com/product/89449_200w.jpg,3,1367,https://cpt.tcgcsv.com/_NK,2025-02-05T21:07:33.95,1,82/111,Common,Water,60,Basic,,[W] Powder Snow - The Defending Pokemon is now Asleep.,0.49,2.41,5.0,2.4,,Normal,[1W] Ice Ball (20),M+10,,2,
89449,Spheal,Spheal,https://tcgplayer-cdn.tcgplayer.com/product/89449_200w.jpg,3,1367,https://cpt.tcgcsv.com/_NK,2025-02-05T21:07:33.95,1,82/111,Common,Water,60,Basic,,[W] Powder Snow - The Defending Pokemon is now Asleep.,7.69,19.85,32.0,10.04,,Reverse Holofoil,[1W] Ice Ball (20),M+10,,2,
89535,Starmie,Starmie,https://tcgplayer-cdn.tcgplayer.com/product/89535_200w.jpg,3,1367,https://cpt.tcgcsv.com/KQK,2026-02-17T17:24:21.413,1,50/111,Uncommon,Water,80,Stage 1,"Aqua Recycle - Once during your turn (before your attack), you may search your discard pile for a W Energy card, show it to your opponent, and put it into your hand.  This power can't be used if Starmie is affected by a Special Condition.  (Poke-POWER)","[1] Synchro Gain (20) If Starmie and the Defending Pokemon have the same amount of Energy attached to them, remove 4 damage counters from Starmie.",0.18,0.35,1.49,0.41,0.45,Normal,[W] Powerful Spin (40) Starmie can't attack during your next turn.,L+20,,0,
89535,Starmie,Starmie,https://tcgplayer-cdn.tcgplayer.com/product/89535_200w.jpg,3,1367,https://cpt.tcgcsv.com/KQK,2026-02-17T17:24:21.413,1,50/111,Uncommon,Water,80,Stage 1,"Aqua Recycle - Once during your turn (before your attack), you may search your discard pile for a W Energy card, show it to your opponent, and put it into your hand.  This power can't be used if Starmie is affected by a Special Condition.  (Poke-POWER)","[1] Synchro Gain (20) If Starmie and the Defending Pokemon have the same amount of Energy attached to them, remove 4 damage counters from Starmie.",0.7,0.9,1.79,1.11,,Reverse Holofoil,[W] Powerful Spin (40) Starmie can't attack during your next turn.,L+20,,0,
89551,Staryu,Staryu,https://tcgplayer-cdn.tcgplayer.com/product/89551_200w.jpg,3,1367,https://cpt.tcgcsv.com/2RK,2023-11-07T21:59:07.683,1,83/111,Common,Water,50,Basic,,"[1] Cosmic Draw - If your opponent has any Evolved Pokemon in play, draw 3 cards.",0.08,0.27,3.19,0.29,0.28,Normal,"[W] Swift (10) This attack's damage isn't affected by Weakness, Resistance, Poke-Powers, Poke-Bodies, or any other effects on the Defending Pokemon.",L+10,,1,
89551,Staryu,Staryu,https://tcgplayer-cdn.tcgplayer.com/product/89551_200w.jpg,3,1367,https://cpt.tcgcsv.com/2RK,2023-11-07T21:59:07.683,1,83/111,Common,Water,50,Basic,,"[1] Cosmic Draw - If your opponent has any Evolved Pokemon in play, draw 3 cards.",1.46,1.77,2.49,1.45,,Reverse Holofoil,"[W] Swift (10) This attack's damage isn't affected by Weakness, Resistance, Poke-Powers, Poke-Bodies, or any other effects on the Defending Pokemon.",L+10,,1,
89567,Steelix GL,Steelix GL,https://tcgplayer-cdn.tcgplayer.com/product/89567_200w.jpg,3,1367,https://cpt.tcgcsv.com/mRK,2023-11-07T21:54:35.49,1,51/111,Uncommon,Metal,110,Basic,,"[2] Mend - Search your discard pile for a M Energy card and attach it to Steelix GL.  If you do, remove 1 damage counter from Steelix GL.",0.49,0.74,9.09,0.74,,Normal,"[2MM] Squeeze (30+) Flip a coin.  If heads, this attack does 30 damage plus 50 more damage and the Defending Pokemon is now Paralyzed.",Rx2,P-20,4,
89567,Steelix GL,Steelix GL,https://tcgplayer-cdn.tcgplayer.com/product/89567_200w.jpg,3,1367,https://cpt.tcgcsv.com/mRK,2023-11-07T21:54:35.49,1,51/111,Uncommon,Metal,110,Basic,,"[2] Mend - Search your discard pile for a M Energy card and attach it to Steelix GL.  If you do, remove 1 damage counter from Steelix GL.",10.79,17.9,25.0,13.67,,Reverse Holofoil,"[2MM] Squeeze (30+) Flip a coin.  If heads, this attack does 30 damage plus 50 more damage and the Defending Pokemon is now Paralyzed.",Rx2,P-20,4,
89625,Sunyshore City Gym,Sunyshore City Gym,https://tcgplayer-cdn.tcgplayer.com/product/89625_200w.jpg,3,1367,https://cpt.tcgcsv.com/wSK,2023-11-07T22:02:45.96,1,94/111,Uncommon,Stadium,0,Stadium,"This card stays in play when you play it.  Discard this card if another Stadium card comes into play.  If another card with the same name is in play, you can't play this card.",Any damage done by attacks from L Pokemon (both yours and your opponent's) to the Defending Pokemon isn't affected by Resistance.  Each L Pokemon in play (both yours and your opponent's) has no Weakness.,0.15,0.3,1.5,0.34,,Normal,,,,,
89625,Sunyshore City Gym,Sunyshore City Gym,https://tcgplayer-cdn.tcgplayer.com/product/89625_200w.jpg,3,1367,https://cpt.tcgcsv.com/wSK,2023-11-07T22:02:45.96,1,94/111,Uncommon,Stadium,0,Stadium,"This card stays in play when you play it.  Discard this card if another Stadium card comes into play.  If another card with the same name is in play, you can't play this card.",Any damage done by attacks from L Pokemon (both yours and your opponent's) to the Defending Pokemon isn't affected by Resistance.  Each L Pokemon in play (both yours and your opponent's) has no Weakness.,0.42,0.9,2.25,1.5,,Reverse Holofoil,,,,,
89644,Surfing Pikachu,Surfing Pikachu,https://tcgplayer-cdn.tcgplayer.com/product/89644_200w.jpg,3,1367,https://cpt.tcgcsv.com/VSK,2026-02-13T14:43:40.187,1,114/111,Secret Rare,Lightning,50,Basic,,[WW] Surf (30),178.99,179.0,306.9,115.0,,Holofoil,,Fx2,,1,
89808,Team Galactic's Invention G-107 Technical Mach. G,Team Galactics Invention G 107 Technical Mach G,https://tcgplayer-cdn.tcgplayer.com/product/89808_200w.jpg,3,1367,https://cpt.tcgcsv.com/bXK,2023-11-07T22:02:52.583,1,95/111,Uncommon,Trainer,0,Technical Machine,"Attach this card to 1 of your Pokemon SP in play.  That Pokemon may use this card's attack instead of its own.  When the Pokemon this card is attached to is no longer a Pokemon SP, discard this card.",[3] Damage Porter - Choose 1 of your opponent's Pokemon.  This attack does 10 damage times the number of damage counters on the Pokemon this card is attached to that Pokemon.  (Don't apply Weakness and Resistance for Benched Pokemon.),0.09,0.26,1.5,0.28,0.24,Normal,,,,,
89808,Team Galactic's Invention G-107 Technical Mach. G,Team Galactics Invention G 107 Technical Mach G,https://tcgplayer-cdn.tcgplayer.com/product/89808_200w.jpg,3,1367,https://cpt.tcgcsv.com/bXK,2023-11-07T22:02:52.583,1,95/111,Uncommon,Trainer,0,Technical Machine,"Attach this card to 1 of your Pokemon SP in play.  That Pokemon may use this card's attack instead of its own.  When the Pokemon this card is attached to is no longer a Pokemon SP, discard this card.",[3] Damage Porter - Choose 1 of your opponent's Pokemon.  This attack does 10 damage times the number of damage counters on the Pokemon this card is attached to that Pokemon.  (Don't apply Weakness and Resistance for Benched Pokemon.),0.32,0.93,1.75,0.96,0.45,Reverse Holofoil,,,,,
89809,Team Galactic's Invention G-109 SP Radar,Team Galactics Invention G 109 SP Radar,https://tcgplayer-cdn.tcgplayer.com/product/89809_200w.jpg,3,1367,https://cpt.tcgcsv.com/cXK,2025-02-05T21:07:33.997,1,96/111,Uncommon,Trainer,0,Trainer,,"Choose a card from your hand and put it on top of your deck.  Search your deck for a Pokemon SP, show it to your opponent, and put it into your hand.  Shuffle your deck afterward.  (If this is the only card in your hand, you can't play this card.)",0.35,0.72,2.03,0.74,,Normal,,,,,
89809,Team Galactic's Invention G-109 SP Radar,Team Galactics Invention G 109 SP Radar,https://tcgplayer-cdn.tcgplayer.com/product/89809_200w.jpg,3,1367,https://cpt.tcgcsv.com/cXK,2025-02-05T21:07:33.997,1,96/111,Uncommon,Trainer,0,Trainer,,"Choose a card from your hand and put it on top of your deck.  Search your deck for a Pokemon SP, show it to your opponent, and put it into your hand.  Shuffle your deck afterward.  (If this is the only card in your hand, you can't play this card.)",3.4,3.75,3.95,1.47,,Reverse Holofoil,,,,,
90024,Trapinch,Trapinch,https://tcgplayer-cdn.tcgplayer.com/product/90024_200w.jpg,3,1367,https://cpt.tcgcsv.com/v0L,2026-02-13T20:46:11.157,1,84/111,Common,Fighting,50,Basic,"Gather Sand - Once during your turn (before your attack), if Trapinch is your Active Pokemon, you may search your discard pile for a basic F Energy card and attach it to Trapinch.  (Poke-POWER)",[1] Grind (10x) Does 10 damage times the amount of Energy attached to Trapinch.,0.1,0.35,3.23,0.52,0.41,Normal,,W+10,L-20,1,
90024,Trapinch,Trapinch,https://tcgplayer-cdn.tcgplayer.com/product/90024_200w.jpg,3,1367,https://cpt.tcgcsv.com/v0L,2026-02-13T20:46:11.157,1,84/111,Common,Fighting,50,Basic,"Gather Sand - Once during your turn (before your attack), if Trapinch is your Active Pokemon, you may search your discard pile for a basic F Energy card and attach it to Trapinch.  (Poke-POWER)",[1] Grind (10x) Does 10 damage times the amount of Energy attached to Trapinch.,1.69,4.49,20.0,4.55,,Reverse Holofoil,,W+10,L-20,1,
90060,Tropius,Tropius,https://tcgplayer-cdn.tcgplayer.com/product/90060_200w.jpg,3,1367,https://cpt.tcgcsv.com/d2L,2025-11-24T13:00:31.27,1,52/111,Uncommon,Grass,80,Basic,,"[1] Fly (30) Flip a coin.  If tails, this attack does nothing.  If heads, prevent all effects of an attack, including damage, done to Tropius during your opponent's next turn.",0.2,0.35,1.5,0.39,0.18,Normal,[GG] Blessed Fruit - Remove all damage counters from 1 of your Benched G Pokemon.,R+20,F-20,2,[3G] Solarbeam (60)
90060,Tropius,Tropius,https://tcgplayer-cdn.tcgplayer.com/product/90060_200w.jpg,3,1367,https://cpt.tcgcsv.com/d2L,2025-11-24T13:00:31.27,1,52/111,Uncommon,Grass,80,Basic,,"[1] Fly (30) Flip a coin.  If tails, this attack does nothing.  If heads, prevent all effects of an attack, including damage, done to Tropius during your opponent's next turn.",0.48,1.4,5.0,1.51,,Reverse Holofoil,[GG] Blessed Fruit - Remove all damage counters from 1 of your Benched G Pokemon.,R+20,F-20,2,[3G] Solarbeam (60)
90082,Turtwig GL,Turtwig GL,https://tcgplayer-cdn.tcgplayer.com/product/90082_200w.jpg,3,1367,https://cpt.tcgcsv.com/G2L,2023-11-07T21:59:21.11,1,85/111,Common,Grass,90,Basic,"Overgrow - As long as Turtwig GL's remaining HP is 60 or less, each of Turtwig GL's attacks does 30 more damage to the Active Pokemon (before applying Weakness and Resistance).  (Poke-BODY)","[2G] Giga Drain (30) After your attack, remove from Turtwig GL the number of damage counters equal to the damage you did to the Defending Pokemon.",0.25,0.64,3.0,0.72,,Normal,,Rx2,W-20,3,
90082,Turtwig GL,Turtwig GL,https://tcgplayer-cdn.tcgplayer.com/product/90082_200w.jpg,3,1367,https://cpt.tcgcsv.com/G2L,2023-11-07T21:59:21.11,1,85/111,Common,Grass,90,Basic,"Overgrow - As long as Turtwig GL's remaining HP is 60 or less, each of Turtwig GL's attacks does 30 more damage to the Active Pokemon (before applying Weakness and Resistance).  (Poke-BODY)","[2G] Giga Drain (30) After your attack, remove from Turtwig GL the number of damage counters equal to the damage you did to the Defending Pokemon.",19.72,19.72,19.72,15.17,,Reverse Holofoil,,Rx2,W-20,3,
90156,Underground Expedition,Underground Expedition,https://tcgplayer-cdn.tcgplayer.com/product/90156_200w.jpg,3,1367,https://cpt.tcgcsv.com/85L,2023-11-07T22:03:03.967,1,97/111,Uncommon,Supporter,0,Supporter,"You can play only one Supporter each turn.  When you play this card, put it next to your Active Pokemon.  When your turn ends, discard this card.",Look at the 4 cards on the bottom of your deck.  Choose any 2 cards you find there and put them into your hand.  Put the remaining cards back on the bottom of your deck in any order.,0.1,0.26,1.47,0.24,,Normal,,,,,
90156,Underground Expedition,Underground Expedition,https://tcgplayer-cdn.tcgplayer.com/product/90156_200w.jpg,3,1367,https://cpt.tcgcsv.com/85L,2023-11-07T22:03:03.967,1,97/111,Uncommon,Supporter,0,Supporter,"You can play only one Supporter each turn.  When you play this card, put it next to your Active Pokemon.  When your turn ends, discard this card.",Look at the 4 cards on the bottom of your deck.  Choose any 2 cards you find there and put them into your hand.  Put the remaining cards back on the bottom of your deck in any order.,0.45,1.48,3.71,1.49,1.75,Reverse Holofoil,,,,,
90248,Upper Energy,Upper Energy,https://tcgplayer-cdn.tcgplayer.com/product/90248_200w.jpg,3,1367,https://cpt.tcgcsv.com/-6L,2025-02-05T21:07:34.043,1,102/111,Uncommon,Energy,0,Special Energy,,"Upper Energy provides C Energy.  If you have more Prize cards left than your opponent and this card is attached to a Pokemon (excluding Pokemon LV.X), Upper Energy provides CC Energy.",0.15,0.37,1.47,0.37,0.66,Normal,,,,,
90248,Upper Energy,Upper Energy,https://tcgplayer-cdn.tcgplayer.com/product/90248_200w.jpg,3,1367,https://cpt.tcgcsv.com/-6L,2025-02-05T21:07:34.043,1,102/111,Uncommon,Energy,0,Special Energy,,"Upper Energy provides C Energy.  If you have more Prize cards left than your opponent and this card is attached to a Pokemon (excluding Pokemon LV.X), Upper Energy provides CC Energy.",0.55,1.0,4.19,1.08,0.88,Reverse Holofoil,,,,,
90285,Vaporeon,Vaporeon,https://tcgplayer-cdn.tcgplayer.com/product/90285_200w.jpg,3,1367,https://cpt.tcgcsv.com/K7L,2023-11-07T21:52:09.433,1,34/111,Rare,Water,90,Stage 1,"Undevelop - Once during your turn (before your attack), you may devolve Vaporeon and put Vaporeon into your hand.  This power can't be used if Vaporeon is affected by a Special Condition.  (Poke-POWER)",[1] Muddy Water (20) Does 10 damage to 1 of your opponent's Benched Pokemon.  (Don't apply Weakness and Resistance for Benched Pokemon.),11.0,12.03,25.0,11.74,,Normal,"[1W] Evolving Aqua - Choose 1 of your opponent's Pokemon that has any damage counters on it.  This attack does 40 damage to that Pokemon.  (Don't apply Weakness and Resistance for Benched Pokemon.)  If Vaporeon evolved from Eevee during this turn, this attack does 60 damage instead.",L+20,,2,
